uid,uname,出度,入度,所涉领域,是否认证,认证原因,关注数,粉丝数,微博数,简介,标签,地址,性别,主页,生日,注册时间,公司,学校,cluter_result
2476894617,IT观察猿,0,92,1,True,互联网科技博主互联网视频博主微博签约自媒体,1347,3369411,10230,长期潜伏IT互联网行业，互联网观察者，爆料互联网那点事儿，V信公号itobserver。,"数码控,手机,移动互联网,互联网,iphone,安卓,数码,IT,时尚",广东 广州,男,,,40911,,武汉大学,3
2230043504,片帆烟际闪孤光,10,92,1,False,,414,2536,7046,主页无信息，不建议关注,"美食,吐糟,小说",香港,女,,,40730,,香港教育大学,2
7440258547,这届网友太优秀了,0,91,1,False,,2,51555,46,"这号被禁言了,大家关注新号@我们都是热心网友,谢谢。",,"陕西,西安",男,,金牛座,43942,,西安体育学院,2
3152305322,Aoide弦歌,23,91,1,False,,1854,8084,117004,音乐、服饰史、古代的七七八八…大青果药丸爱用者,"考据,音乐",浙江 杭州,女,,,41293,,,2
1875293522,卢克文,1,91,1,True,知名军事博主,667,496982,6906,一个点评国际政治经济的矮肥丑。,,"广东,深圳",男,,43905,40494,,,0
6580611042,麻花娱乐,0,90,1,True,麻花娱乐官方微博,1331,6786466,13275,麻花娱乐官方微博,机构自媒体-其他,,,,,,,,4
6311417880,星扒婆,0,90,1,True,微博娱评团成员知名娱乐博主,1365,7027927,12788,,,北京,女,,39116,42923,,北京大学,0
5275314268,董顾礼,1,90,1,True,合肥清畅健康管理有限公司总编辑,98,40417,242,你我各自努力，最高处见。,"感悟生活,读书和思考,两性关系,情感随笔","安徽,合肥",男,,34700,41882,,安徽大学,3
2789942695,米格战斗飞机联合体,18,89,2,True,知名航空博主,2851,1730725,75534,一只忧郁的,"双子座,基督徒,柯南,新闻资讯",西藏,男,,33417,41105,,,3
2472872571,迷妹姬崽囡,0,89,1,True,剧评人、新京报专栏作家、微博电视团成员娱乐综艺视频自媒体,642,5176608,10255,贯彻爱与真实的邪恶，怂囡是个狠角色！欢迎投稿！商务合作请联系：496760880（微信、QQ同步）,,,,,,,,,1
1796445350,锋潮科技,6,89,2,True,微博2019十大影响力数码大V,281,2490814,45947,"原@安卓论坛,已改名为@锋潮科技,，业界最具影响力的科技数码媒体。联系电话：17600842753，邮箱imsocial@inmyshow.com","iPhone,苹果,安卓系统,Android,安卓,安卓中国,移动互联网,手机,数码,安卓论坛","广东,广州",男,,,40434,,,3
1649145663,春卷,17,89,1,True,北京义远广告有限公司总编辑数码博主,1838,1956770,99298,@影像新势力NTimage 和 @MyWishList买微力 总编辑 会拍照的春卷你见过没有？,"数码,智能手机,平板电脑,PCHOME,DSLR,音响,音乐,书法,媒体,摄影",上海 黄浦区,男,,44439,40079,,,3
6129038988,以笔为戈聂西北,1,88,1,True,游戏博主微博原创视频博主,503,12953,897,"自由撰稿人,午夜歌唱家,网易音乐人,B站UP主",,北京,男,,天蝎座,42776,,,0
5039775130,娱乐揭秘蜀黍,0,88,1,True,微博2018十大影响力娱乐博主资深娱评人微博娱评团成员,927,7734314,27410,有瓜一起吃，有料一起享,"娱乐八卦,明星八卦,明星娱乐,娱乐圈","北京,东城区",男,,,41686,,北京大学,3
2039533753,烟台我是大葱123,0,88,2,True,知名体育博主头条文章作者微博签约自媒体,100,2111509,4125,一个想拥有有趣灵魂却被称为直男的人！！,,山东,男,,35309,40624,,烟台大学,0
1747790171,疯一样得胖子,0,88,1,True,前南京视宏文化传播有限公司总经理,762,2842715,49354,一个做护肤品特卖的微博,"教育,爱生活,爱睡觉,创意,电视剧",其他,男,,,40326,,,4
1747366741,网眼八分斋,0,88,1,True,深圳市网眼传媒有限公司董事长网眼八分斋超话主持人微博原创视频博主微博签约自媒体,627,1944431,3104,网络手艺人。,"网眼传媒,顾问咨询,舆情研究,舆论战,信息战,公共信息安全,新阶层,信息安全,网络安全,网络研究","广东,深圳",男,,27726,40325,,,3
1653076903,交通安全蜀黍,1,88,1,True,视频博主,849,2003515,46040,专业汽车资讯和交通安全公益宣传自媒体，随手传递欢乐和正能量，欢迎私信爆料。合作联系QQ：39168168,"车迷,汽车达人,汽车爱好者,警察,汽车,自媒体",浙江 绍兴,男,,水瓶座,40097,,浙江大学,3
1090904892,梓泉BB个没完,2,88,1,False,,1795,47598,1316,花式吊打表演艺术家,体育,其他,男,,,40269,,,1
6107512706,娱小猫,0,87,1,True,知名综艺博主微博剪辑视频博主,530,8009648,10814,小猫每天都在快乐冲浪，喵喵喵~,,北京 东城区,女,,34990,42745,,,0
2085248835,联合国妇女署,0,87,1,True,联合国妇女署官方微博,421,584561,3244,联合国促进性别平等和增强妇女权能署（简称联合国妇女署，或UNWOMEN）提供创新方案和性别平等和妇女赋权战...,,,,,,,,,1
1655918012,陈咏开的微博在此,4,87,1,True,《奇葩说》第二季辩手,559,501053,3379,,,,,,,,,,1
7376026495,QuidDivinum,8,86,1,False,,623,4806,4302,谁用匕首换光明？,,海外,女,,,43852,,,2
6499995969,种给少年的花,0,86,1,False,,272,230,10123,“想送你二十八支玫瑰”,,湖北,女,,25900,43163,,,2
1699540307,中国之声,0,86,2,True,中央广播电视总台广播新闻综合频率,1327,27530850,128707,网络直播在线收听：china.cnr.cn。中国唯一覆盖全国的24小时新闻直播频率。,电台-电台频率-新闻类,,,,,,,,4
1658631917,饭圈嘟嘟,1,86,1,True,知名娱乐博主,1555,329651,4910,,,,男,,,,,,1
1494759712,月光博客,2,86,1,True,月光网站长互联网科技博主微博签约自媒体,532,763185,19999,"月光博客是专注于互联网、搜索引擎、社会化网络、软件应用、网络地图等领域的科技博客，地址：,www.williamlong.info","IT互联网,网络,电子商务,网络营销,SEO,谷歌,Google,IT,博客,互联网","广东,深圳",男,,,40052,,,3
1314615501,娱乐星报站,0,86,1,True,娱乐星报站官方微博,4714,876392,1925,最新娱乐资讯，欢迎大家关注！,机构自媒体-其他,,,,,,,,4
5611061334,任平生日记,0,85,1,True,知名财经博主微博签约自媒体,747,318343,29891,微信公众号：股海任平生 秉笔直书，逻辑第一。A股、美股、港股投资机会互动交流,"股票投资,房地产,自媒体,投資理財",上海 黄浦区,男,,任平生日记,42142,,,3
2828204371,吴小朋同学,7,85,1,True,知名财经博主,619,115273,50321,职业投资人：最爱消费保险家电等长期稳定高分红。长线：时间玫瑰，复利奇迹。短线：价值趋势，顺势而为!,"伊利股份,安慕希,美的集团,东阿阿胶,中国平安,投资理财,贵州茅台",重庆 铜梁区,男,,,41089,,,3
1979899604,涨涨麻麻,2,84,1,True,头条文章作者,1609,1788274,27904,专注量化投资研究，股市投资即修行，分享投资心得，所有言论均不构成投资建议！,,海外 美国,女,,,40609,,,0
1961640291,褚明宇,2,84,1,True,科学工作者,324,1931069,9793,"我未曾珍惜的,我不再拥有",,上海,男,,,40584,,北京大学,0
1708922835,新财富杂志,0,83,2,True,新财富杂志官方微博,1422,3259018,77490,新财富自成立以来一直专注于资本市场这一细分领域深耕细作，通过深度研究和“新财富最佳分析师”、“新财富金...,杂志-商业财经,,,,,,,,4
1703580752,制杖妹,0,83,1,True,微博资深娱评人微博娱评团成员制杖妹超话主持人搞笑视频自媒体,1383,2233054,44503,"谢天谢地,你终于来啦？","外貌协会,时尚,八卦杂谈,娱乐,名人明星,宅女一枚,90后非脑残,偶像剧,吐槽星人",香港,女,,34852,40239,,威海中加国际工商学院,3
3482589012,王者君啊,0,82,3,True,微博原创视频博主互联网科技博主,2215,164859,11747,人民有信仰，国家有力量，民族有希望,娱乐,北京,男,,狮子座,41415,,中国政法大学,3
3139784387,Microsoft信仰中心,1,82,1,True,知名数码博主,580,67658,17211,,"Windows,UWP,Microsoft,Skype,Xbox,OneNote,Office,Surface,Lumia,微软",,男,,,,,,4
1929329727,网易新闻,0,82,1,True,网易新闻官方微博,336,2857880,42936,网易新闻客户端：新闻事实海量、跟贴犀利精彩、原创栏目深刻内涵、订阅内容丰富优质，本地新闻、聚合阅读等...,,,,,,,,,4
6392708119,导筒directube,3,81,1,True,知名电影博主电影视频博主头条文章作者,543,244259,10715,小号“导筒现场” 微信公众号：directube2016,,上海 黄浦区,男,,42681,43033,,,0
2866775674,网聚思想,5,81,1,True,信息处理工程师互联网科技博主视频自媒体,166,764914,18158,有故事，有温度，有思想。,"人生感悟,情感随笔",浙江,男,,,41502,,,3
2512591982,圈少爷,3,81,1,False,,148,10028970,3008,一个幸运的普通人。,,,,,,,,,1
1801924214,陈茜inTheValley,0,81,1,True,财经博主,566,332268,2388,"双语主持人、财经评论员；硅谷多媒体（The,Valley）创始人、CEO。","CNBC,财经评论员","海外,美国",女,,,40418,,,3
1791144181,老衲很欣慰,11,81,1,False,,640,5975,2331,時無重至，華不再陽,,"香港,中西区",女,,射手座,40400,,,2
1646174132,涨停总盟主,1,81,1,True,财经博主头条文章作者微博签约自媒体,6006,530707,9355,股市取款机,"诚信合作,股票分成,合作,抄底,短线,证券,财经,股票,涨停板",海外,男,,32363,40117,,,3
2598432542,秋日记本,1,80,1,False,,854,180949,1635,CREATING MYSELF,"英语,防弹,手帐,摄影",其他,女,,35729,40886,,湖南大学,1
2176395381,云吸猫bot,17,80,1,True,萌宠视频自媒体动物宠物视频博主萌宠博主,,,,,,,,,,,,,1
1908567493,眼科小超人老梁,1,80,1,True,深圳腾康汇医科技有限公司眼科医生微博签约自媒体,653,3251178,23887,2020年微博十大影响力医疗健康博主，传递循证医学知识。转载约稿请联系我，抄袭侵权将诉讼。个人微博不代表公司立场。眼科付费咨询威信eyedoctor2020,"台灯,太阳镜,婴幼儿视力发育,眼科科普,眼科医生,PhD,MD",北京,女,,,40544,2020年微博十大影响力医疗健康博主，传递循证医学知识。转载约稿请联系我，抄袭侵权将诉讼。个人微博不代表公司立场。眼科付费咨询威信eyedoctor2020,北京大学医学部,3
6346787731,法兰西那点事儿,8,79,1,True,微博原创视频博主微博VLOG博主海外资讯博主（法国）,431,657947,5347,分享欧洲的搞笑、美食、旅游和生活！合作请私信或邮件：petit-napoleon@hotmail.com,,"海外,法国",男,,32267,42966,,,0
5872812692,她刊iiiher,2,79,1,True,情感博主,199,511890,4641,“她刊”官方微博：好看的皮囊千篇一律，有趣的她姐万里挑一。,"人物故事,明星,文字,女性,互联网,旅游摄影,美容服饰,情感生活,综艺娱乐","海外,法国",女,,42005,42433,,,3
5677602570,唐有讼,0,79,2,True,知名法律博主,423,2294193,2146,感谢您的关注,,北京,男,,摩羯座,42230,,,0
5255814135,八组兔区爆料,0,79,3,True,微博娱乐资讯博主微博娱评团成员娱乐博主娱乐综艺视频自媒体,568,3909901,30075,"吃瓜路人，合作VX:,BAZU8888",八卦杂谈,北京,男,,39668,41869,,,3
3305085281,噗嗤大叔,0,79,1,True,知名情感博主微博2018十大影响力情感大V头条文章作者,565,13649659,23714,"合作推广加微信,：13305141421（噗嗤大叔商务）,公眾號：朱门大叔,（ID：ouba878,）",八卦杂谈,江苏,男,,32934,41343,,,0
1805484637,新浪泉州,1,79,1,True,新浪闽南泉州频道官方微博,2305,774115,22563,新浪闽南泉州频道官方微博,,,,,,,,,1
1080807495,鸿水,0,79,1,True,编剧、导演微博签约自媒体,655,3911448,12008,"媒体评论人、编剧、导演、情感作家,微信：hongshui001","情感专家,原创,媒体人,影评人,制片人,导演,编剧,策划推广,影视,电影","北京,朝阳区",男,,43971,40053,,,3
5395678996,许文臣,0,78,1,True,财经博主微博基金合作作者蚂蚁财富超话主持人,61,363979,2130,金融系统从业人员，“星辰”组合主理人。,"模型爱好者,收藏爱好者,资深吃货,职业投资人",辽宁,男,,射手座,41974,,北京交通大学东校区,3
2514846743,八大商人,4,78,2,True,互联网科技博主头条文章作者,1414,308502,71496,建设地批评，忠诚地反对…,"旅游,电影,足球,阅读,财经,历史,好书",北京,男,,28174,40883,,清华大学,3
1664176597,证券时报网,0,78,1,True,证券时报网官方微博,731,2233982,76821,主流财经媒体，全面、客观、权威。商务合作：0755-83501827,媒体网站,,,,,,,,4
1408329341,少個螺絲,0,78,1,True,科学松鼠会成员果壳食品领域达人知名母婴育儿博主微博签约自媒体,883,214228,15594,"乳品专业博士，关注母婴产品，食品安全。,著有《婴儿奶粉，你应该知道得更多》，《儿童酸奶、牛奶、奶酪，你应该知道得更多》,不公开推荐任何奶粉品牌","育儿,食品,乳制品,奶酪,果壳网,科学松鼠会,牛奶,奶粉","海外,法国",男,,摩羯座,40256,,,3
1012585063,地铁老爷爷看手机bot,6,78,1,False,,63,33853,1209,"离异,带着两百个孩子,,|,私信投稿",搞笑幽默,其他,男,,白羊座,41698,,清华大学,1
5997717676,青樽醉酒,4,77,1,True,游戏博主,2251,225511,1751,资深哲学家，艺术家，阴阳大师,"时评,法律,网络营销",海外,男,,狮子座,42589,,,3
5601629229,黄智贤星球,0,77,1,True,作家，主持人,54,968631,1768,"電視政論節目,""夜問打權"",主持人/製作人","新闻热点,台湾生活,财经资讯","台湾,台北市",女,,,42126,,,3
3985236467,正井电影,0,77,1,True,知名电影博主,425,3604490,7234,"I,NEED,AV,YOU,NEED,ME,丨,微信公众号：正井电影","视频制作,电影博主,娱乐综艺,电影控,电影吐槽,原创视频",北京,男,,35065,41735,,中国传媒大学,3
1791094125,快乐小毛软糖,16,77,1,False,,614,3872,39453,屁话协会一级会员,,其他,女,,天蝎座,40439,,,1
1717096645,安布罗西尼,7,77,1,False,,1295,7776,17615,《Stronzo》是一家严肃的，认真的，及时的，有深度的媒体。,"西藏,驴友,足球,米兰,巴乔,马尔蒂尼,BEYOND",其他,男,,,40260,,,1
1684992301,鱼觉兽一号,2,77,1,False,,391,147002,13037,经济学和人口学双博士。大学教授。 学术下载： https://ideas.repec.org/e/pyu112.html,"投资理财,宅,大学,上网",海外 德国,男,,,41144,,,2
1655253920,郑昀,16,77,1,True,北京云纵信息技术有限公司CTO,382,62928,9027,现任禧云信息CTO兼云纵CTO。曾任窝窝团研发副总裁。曾任玩聚网创始人和CEO。中国语义应用探索者。公众号老兵笔记。,"团餐,电子商务,O2O,USTC,团购,自然语言处理,创业,移动数据业务",北京 海淀区,男,,,40107,,中国科学技术大学,3
1094627834,谭飞,7,77,1,True,监制、策划人,1470,2524940,15524,监制、主持人、演员。有各类商务或非商务事项可致电林女士13911589202（微信同号）或致信alfredtam@126.com,,,,,,,,,1
3714420514,股市狼头哥,1,76,1,True,微博股评团成员上海云益投资管理有限公司职员头条文章作者,187,350095,24755,遵循狼性思维，趋势交易法则，技术面结合基本面，短中线结合！,"金融,股票分析师",上海,男,,32491,41498,,武汉大学,3
2089358175,微公益,1,76,1,True,微博公益官方微博,1230,18059725,18403,民政部指定首批慈善组织互联网募捐信息平台,,,,,,,,,1
1879205717,弓先声,3,76,1,True,法律人知名法律博主,371,227997,2535,她叫我把人生看淡些，像坝上长绿草，但我年轻而愚蠢，如今泪如潮。,水瓶女,北京,女,,水瓶座,40697,,,3
1862792321,逻格斯logics,0,76,1,True,知名法律博主,205,895212,3196,上海律师，咨询微信：logics001,,"上海,黄浦区",男,,32363,40602,,西南政法大学,0
1401659004,Zodzod_张浩,22,76,1,True,新浪微博数据分析师头条文章作者,6759,267373,71965,苟日新，日日新，又日新,"汽车,美食,数据,SNS,天使投资,创业,阅读",北京 西城区,男,,处女座,40360,,清华大学,3
1198367585,孔庆东,3,76,1,True,北京大学中文系教授孔庆东,749,4181407,121539,联系讲座会议、约稿访谈、顾问嘉宾、取名占卜等严肃事项者，敬请私信@桂书飘香，或与zhugebiyao@sina.com联系。 商务活动请联系：15801585551,,北京 海淀区,男,,23642,40787,,,0
7473772033,阿卡宇航,1,75,1,True,知名军事博主,53,276205,1000,这不是一个小号，这是一个节目在策划筹备,,广东,男,,36699,44004,,,0
6418830153,谁在叫康康,1,75,1,False,,342,1248,225,正在被宠,,安徽 合肥,女,,36095,43073,,,2
6218142225,Walser_,1,75,1,False,,700,30973,1322,🦋工作私信。感谢所有人。,,其他,男,,水瓶座,42847,,,1
2696672373,燒賣配清酒,14,75,1,False,,283,1003,693,请抱紧你的我的网络缘分,"神经质,freak","海外,美国",女,,720,41005,,,2
1922685904,不吵啊吵吵,11,75,1,False,,1013,101012,40030,"电竞圈本无丧逼，没有什么是乐观解决不了的问题。如果有，那就反向乐观♂,特长就是特嘴贱","键政,工业党,瓜田里的猹,LOL电竞",重庆,女,,狮子座,40578,,,2
1234139431,林耘,6,75,1,True,中央人民广播电台主持人头条文章作者微博签约自媒体,408,426356,25594,,"地产研究,证券分析,财经评论,主持人",,男,,,,,,4
2485659250,艳光四射性冷淡,3,74,1,True,娱乐媒体人,,,,"sometimes I lie,sometimes I nervous. 商务合作请联系jiguangpianyu2018","拉黑代表我的心,男科治不服大夫,夕阳红关爱使者,有节操,正义而刻薄,我对人类很失望,别跟我谈素质",海外 越南,男,,42333,40838,,,3
2116633740,刘阳大猫,1,74,1,True,音乐剧演员,769,737622,5633,音乐剧演员，毕业于北京大学中文系和艺术学院，作品《Q大道》、《我，堂吉诃德》、《美女与野兽》等,"音乐剧演员,导演,声乐教师,合唱指挥,制作人,歌剧研究院,音乐剧",北京,男,,29778,40660,,北京大学,3
1561015262,我是西蒙周,7,74,2,True,资深媒体人微博签约自媒体,387,2757585,63861,,,广东,男,,,40305,,,0
5135808743,一条,0,73,1,True,微博知名视频博主微博签约自媒体,1283,10109165,9022,"广告合作|微信：yitiao_ad,QQ|,3496097369,MAIL,|,ad@yit.com,电商合作|微信|,mickey1130,分销|微信,lulubiu211,ch@yit.com","生活,摄影,茶,建筑,美食,汽车,服饰,美容,潮流,时尚","上海,黄浦区",男,,,41767,,,3
2418179934,飞扬南石,5,73,1,False,,162,277059,34897,飞扬军事论坛资深会员，平苑县环卫局工程师，专业云洗地,"军事,飞扬论坛灌水客,理性主义,数据倾向,自带干粮五毛黨",北京,男,,,40809,,,2
1776994812,韩复龄,6,73,1,True,中央财经大学金融学院教授，博导，云祥财富首席经济学家,1268,322375,15052,"中央财经大学教授、博导，央视财经评论员，邮箱flhan@126.com,课程：宏观经济、投行、并购投融资、PE、IPO。","投行,财经,大学,教授",北京,男,,,40530,,北京科技大学,3
1640489733,桂哥猎手VIP777,9,73,1,True,财经博主头条文章作者微博签约自媒体,3883,85236,69324,,"181cm,基金经理,管理,私募,投资,历史,读书,天秤座,运动,股票",上海,男,,,40109,,北京大学,3
1571999832,释不归,1,73,1,True,全球青年领袖实验室理事长教育工作者,1227,9678196,35961,接受批评建议，不接受人身攻击； 不管你爽不爽，反正我爽了最重要。,"八卦历史学家,吃货,音乐,电影,一流毒舌,二流摄影师,三流诗人",北京 东城区,男,,,40407,,,3
1494761561,小浪,31,73,1,True,新浪微博董文俊,10349,907309,127201,[生活 ]囧rz 电影强迫症患者+闷骚宅男+网瘾楷模+顽皮奶爸；[工作] 新浪微博店小二壹枚,"浪奶爸,董文俊,天蝎子,纯吃货,美剧粉,围脖控,网瘾者,电影迷",北京 海淀区,男,,29894,40053,,南京师范大学紫金校区,3
1467582800,陈一佳,1,73,1,True,路透社主持人、财经评论员陈一佳,567,1596929,5349,微信公众账号：sanchengtv 联系节目/会展活动等工作事宜，请电邮project@ox3production.com,"凤凰卫视,纽约,纳斯达克,财经评论员,环球财经连线,华尔街日报,央视财经,路透社,CCTV",海外 美国,女,,金牛座,40299,,,3
1319475951,潘益兵,10,73,1,True,新浪博客财经博主财经博主,1804,877981,77800,新浪财经名博。,"汽车,体育,IT科技,理财,经济,南京,新闻热点,财经资讯,财经,股票",江苏 南京,男,,28110,40053,,,3
6060029030,__升潮,6,72,1,False,,49,5992,1346,,明星,海外,女,,,42678,,,2
3055664430,禾几日月,0,72,1,True,科学科普博主,0,179946,1524,实际话量薛定谔,,其他,男,,,41215,,,1
2775499073,始皇T,11,72,1,True,知名音乐博主,429,48286,37263,故事结局很美丽，过程曲折而已,"电影爱好者,看小说,耽美,美剧迷,李云迪,英国,猫咪控",香港,女,,34178,41050,,,3
2162541102,新浪陕西,0,72,1,True,新浪陕西官方微博，新浪看点陕西站官方微博,3384,2175196,76326,聚焦陕西本地热点和微博新鲜事儿。立足陕西，面向全国。,,,,,,,,,1
1708575033,昵称是马甲家的大学生,13,72,1,True,科学科普博主,386,650246,10652,热心网友,,"北京,朝阳区",男,,摩羯座,40248,,北京大学,0
1686708585,蔺会杰,0,72,2,True,爱股票APP董事长资深财经媒体人头条文章作者,2820,799186,8205,生命在于折腾,"历史爱好者,互联网创业,股票,财经","北京,海淀区",男,,29465,40205,,中国政法大学,3
1445403190,财富密钥,9,72,1,True,知名财经博主微博签约自媒体,2922,1014146,90633,职业投资人。本人言论与供职单位无关。,"基本面选股专家,理财专家,资深证券人士,步步稳赚实战法,买了就涨实战法,波段制胜法创始,新浪合作伙伴",北京,男,,25997,40124,,财政部财政科学研究所,3
5751412092,白菜,0,71,1,True,互联网科技博主,181,3599693,118783,无VX群/公众号/Q群，唯一小号@大力薅羊毛 @污菜，其他说是我的都是高仿假冒！,二货,西藏 林芝,男,,金牛座,42317,,中央戏剧学院,3
5463969342,马屁晶,1,71,1,True,摄影博主,1,2026804,213,一堆废话,,其他,男,,天秤座,42010,,,1
5232671688,西雅图黄都督,5,71,1,True,海外资讯博主（美国）,118,1330128,22524,"信黄哥，保平安。,商务合作请联系：,seattle@dudu.city","Sammamish,Redmond,Bellevue,雷人,警讯,犯罪,性产业,大麻,赌博,西雅图","海外,美国",男,,,41846,,,3
5103458366,路诞先生,2,71,1,True,路诞先生超话主持人,962,800169,5934,科技、数码、时事非著名评论人。北方第二帅哥，头发护理专家，华夏光明使者，美颜自拍狂魔，精神攻击大师，著名辟邪圣手。（微信：laenix）,"新闻,电脑,科技,手机,数码","海外,其他",男,,摩羯座,41738,,,3
3612749480,山人I,0,71,1,True,头条文章作者微博签约自媒体,39,220736,9904,我从山中来，彩云沾白衣。,"环保,旅游","福建,泉州",男,,27544,41479,,集美大学,3
2811244260,眉中王,2,71,1,False,,880,290312,3577,天下之事，虑贵在详，行贵在力，谋在于众，断在于独。,,甘肃,男,,,41052,,兰州大学,2
2674977220,网易娱乐频道,0,71,1,True,网易娱乐频道官方微博,1315,1403072,41897,有态度的娱乐门户，专业报道娱乐圈！,机构自媒体-其他,,,,,,,,4
2335625480,法兰西微语,6,71,1,True,知名本地博主海外资讯博主（法国）http://t.cn/RqC5luA,2950,665920,59336,一言不合就拉黑,"德国时政,欧盟各国,法国时政,法中交流,中国徽文化,法语翻译,西欧商务",海外,男,,双子座,40778,,,3
1258256457,Houson猴姆,1,71,1,True,播客Houson猴姆视频博主微博签约自媒体,553,8894453,104936,这货就是【猴姆独家】！！！,"Kylie,Houson猴姆,猴姆独家,欧美音乐,布兰妮,凯莉米洛,Britney,Spears,Lady,Gaga",北京,男,,,40317,,,3
1641561812,经济观察报,0,70,1,True,经济观察报官方微博,982,23204453,112768,经济观察报社下辖经济观察报、经济观察网、经济观察报IPAD版等子媒体，拥有专业新闻采编力量，为您提供及时...,报纸-专业报,,,,,,,,4
2639693077,谢提灯,5,69,1,True,读物博主,592,3005,26426,狗猫贴贴bot,"美剧控,动画,欧美,同志,宅女,游戏动漫,文艺","海外,英国",女,,处女座,41317,,,3
7302874101,纯手动织云机,1,68,1,False,,148,1156,851,踏路而行，自有前程。（张若昀的高素质粉丝、张若昀十六太保之一）,,天津,男,,36762,43716,,,2
6140533125,冬呱视频,1,68,1,True,冬呱视频官方微博,678,1105987,2942,记录真实中国，表达多元社会。,报纸-都市报,,,,,,,,4
1957744370,记者白云怡,3,68,1,True,环球时报记者白云怡,559,473087,2375,环球时报国际时政新闻记者。逆水行舟，不进则退。,"中国历史,时政新闻,国际新闻,环球时报","北京,东城区",女,,,40675,,北京外国语大学,3
1820706641,錢Kane,2,68,1,True,动漫博主,955,107123,3562,"【❀一个沉迷游戏❀】人傻钱少还拖延症的废人,头像@今井,&,家有宝贝阿福猫,一个群：541831785欢迎来玩👏","FGO,猫控,东方Project","广东,广州",女,,44075,40438,,,3
1736659953,有苦叶,34,68,1,True,张艺兴超话粉丝大咖,151,308,2113,在爱的世界里✨感激且认真地活着🍊,,其他,女,,射手座,40300,,,1
5768396866,路过人间的宇航员,0,67,1,True,情感博主,2228,43715,210,私信投稿,,其他,男,,狮子座,42330,,,1
5578381471,微博股票,19,67,1,True,微博股票官方微博,2129,5086175,32160,,,,,,,,,,1
5341275958,三清子弟,11,67,1,False,,733,396,647,"江湖快意，情仇爱恨不分明。,待回首。噫，元是一梦，往来哉。,纵使大道难修，怎能长醉南柯梦里。","文艺,网游,爱猫,Food","江苏,苏州",男,,35113,41936,,山东师范大学,2
2281157913,胜利主义章北海,1,67,1,True,微博剪辑视频博主,740,173827,5855,作死小能手，炸号预备军,,广东,男,,金牛座,40757,,,0
1246151574,康斯坦丁,0,67,2,True,IT评论人科幻星系创建人科技专家互联网科技博主微博签约自媒体,2663,3075660,20824,"科幻的视角,科普的态度,分享世界百态,微信：khxx-wk","变形金刚控,海贼王ONEPIECE,动漫宅人控,IT互联分享者,四处闲逛旅游者,游戏电影数码控,八卦趣闻传播者,考古盗墓爱好者,时评,科幻","湖北,武汉",男,,,40053,,,3
7310526334,天下红,5,66,1,False,,1227,58724,4673,父母忠贞为国筹， 何曾怕断头？ 如今天下红遍， 江山靠谁守？ 业未竟， 身躯倦， 鬓已秋。 你我之辈， 忍将夙愿， 付与东流？,,北京,男,,32363,43732,,,2
5896999321,三希堂弘历_,7,66,1,True,知名历史博主,752,206934,12165,故宫霸道总裁,,浙江,男,,269,42472,,,0
2359782291,老虾扯蛋,0,66,1,True,职业投资人,0,1480662,9268,蛋扯不动不要紧 要紧的是敢扯不 敢扯就要扯在前 强烈鄙视马后炮,投資理財,其他,男,,,40801,,,4
1847116872,燕子sxsxsx,31,66,1,True,知名科学科普博主花草超话主持人头条文章作者,1417,562031,129874,全微博最贵的水军，每次200W起步，专业灌水带节奏，附送撕逼服务，穷人免费。,"吐槽,撕逼,精分,自干五,植物鉴定渣,胡乱科普,浙江生活,吃货一枚,生态摄影",浙江,女,,33653,40460,,宁波诺丁汉大学,3
6914968045,乔木DC,0,65,1,True,旅美学者作家代表作《鹰眼看龙》微博原创视频博主,492,599682,2592,出自幽谷，迁于乔木。原北外教授。现居美国。,,海外 美国,男,,44437,43468,,,0
6890756658,知未科技,1,65,2,True,知未科技官方微博,386,1836447,13781,知今晓未，专注科技前沿的互动新媒体合作洽谈wx：kui121862,机构自媒体-IT互联网,,,,,,,,4
5842707268,芙莉佳,34,65,1,False,,228,90,506,"每日分享壁纸表情包✧⁺⸜(●▾●)⸝⁺✧,,图片均来源于网络侵删致歉！VX：lovelyflowerisyou",,其他,女,,,42397,,,1
5580485638,正义糖糖在线吃瓜,0,65,1,True,娱乐博主,271,10894,1401,保持热忱与善良,宠物图集,海外,男,,金牛座,42177,,武汉大学,3
5122508956,时间的牛朋友,0,65,1,True,财经博主掘金价投超话主持人,1397,175482,7370,践行价值投资的职业投资人。,"股票投资,价值投资,A股,财经",河南,男,,,41827,,,3
1790413623,ISABELLE翠,5,65,1,False,,621,139636,2556,I saw the best minds of my generation destroyed by financial models.,"铮铮铁骨的八婆,翻翻电影翻翻书,优雅的吃货,爱yoga爱生活,前球迷",香港,女,,狮子座,40399,,,2
1644402644,吴向宏_投资无国界,11,65,1,True,美国UCAsset公司创始人,538,172493,6841,"美国上市公司UC,Asset（代码UCASU）创办人",,"海外,美国",男,,,40119,美国上市公司UCAsset（代码UCASU）创办人,,0
1220099695,常江SZU,5,65,1,True,深圳大学传播学院特聘教授常江,383,1475582,17704,"A,hardcore,feminist","人民教师,封神西游迷,徒步旅行,吃货",广东,男,,,40053,,清华大学,3
1105989411,冰曦微语,9,65,1,True,知名历史博主,947,33325,38545,文史哲阅读笔记。不站队、不妄议、不辩论。,"文藝,自由,文学,思考,读书,教育,政治,历史,哲学,文化","浙江,杭州",男,,射手座,41231,,复旦大学,3
